Kernel Name,Column_1,Column_2,Column_3,Column_4,Column_5,Column_6,Column_7,Column_8,Column_9,Column_10,Average
"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)",5448.571429,5458.428571,5533.0,5535.714286,5533.285714,5533.142857,5449.142857,5460.142857,5487.0,5562.857143,5500.1285714
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7793.0,7785.428571,7742.142857,7839.428571,7794.285714,7816.285714,7662.714286,7765.857143,7826.142857,7722.428571,7774.7714284
void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params),6424.714286,6458.714286,6441.142857,6496.142857,6453.285714,6442.0,6460.714286,6411.714286,6459.571429,6502.0,6455.0000001
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7436.0,7628.571429,7454.714286,7445.571429,7341.428571,7389.142857,7416.0,7508.714286,7459.142857,7387.285714,7446.6571429
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),84804.28571,85101.71429,85017.0,84990.57143,85210.85714,84921.28571,84918.71429,85008.85714,84999.85714,85247.85714,85022.099999
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)",5082.0,5230.0,5210.571429,5038.428571,5226.571429,5101.142857,5254.571429,5073.571429,5058.0,5200.428571,5147.5285715
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7811.0,7814.285714,7833.714286,7823.428571,7814.714286,7867.714286,7809.714286,7807.857143,7703.571429,7755.857143,7804.1857144000005
"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",5542.857143,5446.0,5661.0,5522.285714,5447.0,5425.428571,5406.428571,5458.142857,5329.0,5439.857143,5467.7999999
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, (int)4>>(T3)",25210.0,25258.85714,25252.57143,25418.85714,25403.14286,25262.42857,25120.42857,25303.42857,25097.14286,25454.57143,25278.142857
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4558.857143,4590.857143,4579.857143,4579.571429,4600.714286,4545.714286,4479.0,4544.0,4496.285714,4525.571429,4550.0428573
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",4598.428571,4657.857143,4685.428571,4659.142857,4668.714286,4620.571429,4571.428571,4631.142857,4625.428571,4588.142857,4630.6285713
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",6975.714286,7006.142857,6919.285714,7007.428571,7081.714286,7005.142857,6819.285714,6940.571429,6962.571429,6847.714286,6956.5571429
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7848.857143,7850.285714,8019.571429,7841.428571,7836.142857,7742.142857,7895.714286,7883.428571,7821.857143,7829.714286,7856.9142857
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",8041.142857,8028.0,7956.571429,8099.857143,8029.428571,7976.571429,7976.142857,8028.142857,7934.142857,7998.0,8006.8
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x3_tn,296019.1429,297282.1429,298563.8571,296450.2857,297980.0,296705.0,294864.5714,296624.4286,296000.1429,297377.8571,296786.74286
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",6078.142857,6037.428571,6016.857143,6020.0,5951.0,6046.0,6072.571429,6064.571429,5947.857143,6036.714286,6027.1142858
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x3_tn,288726.7143,288364.0,291159.4286,289646.5714,288882.1429,289661.8571,290578.1429,291297.1429,289296.0,289530.4286,289714.24287
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",6500.428571,6601.0,6589.571429,6463.285714,6515.0,6603.285714,6660.857143,6611.857143,6536.571429,6587.571429,6566.9428572
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params),191062.0,190876.1429,191123.1429,191260.2857,192034.7143,191239.4286,191859.1429,191402.0,191381.8571,191288.1429,191352.68573
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)",5014.285714,5238.0,4974.571429,5011.142857,5232.714286,5000.0,5220.428571,4987.428571,5116.857143,5224.857143,5102.0285714
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7869.428571,8019.571429,7858.285714,7807.0,7870.142857,7822.285714,7851.428571,7858.142857,7817.857143,7795.142857,7856.9285713
"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",5502.0,5593.0,5386.714286,5568.857143,5348.714286,5452.857143,5431.142857,5406.285714,5475.142857,5469.285714,5463.4
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, (int)4>>(T3)",25284.71429,25274.85714,25490.85714,25670.42857,25381.0,25170.85714,25442.71429,25214.0,25281.0,25172.71429,25338.314286
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4567.714286,4587.285714,4622.571429,4606.714286,4611.714286,4560.0,4520.285714,4549.857143,4556.142857,4556.571429,4573.8857144
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",4604.857143,4659.428571,4687.428571,4652.714286,4655.571429,4682.0,4579.857143,4630.714286,4598.857143,4590.571429,4634.2000001
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7015.0,6830.571429,6859.857143,7163.0,7164.142857,7032.142857,6806.857143,6820.857143,6999.142857,6846.714286,6953.8285715
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7894.857143,7974.571429,7917.0,7814.428571,8034.428571,7834.0,7889.571429,7930.857143,7988.428571,7833.142857,7911.1285714000005
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7826.857143,7886.428571,8007.714286,8026.428571,7997.571429,7961.142857,7940.0,8006.714286,7890.428571,7943.285714,7948.6571428
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),85064.0,85322.71429,85064.85714,84851.28571,85209.0,85027.57143,85294.28571,85098.85714,85157.71429,84953.85714,85104.41428499999
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),84897.57143,85235.71429,85392.14286,85055.42857,85197.14286,84807.57143,84917.71429,84821.71429,85044.42857,85242.85714,85061.228573
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),85061.57143,85165.28571,85123.28571,85062.85714,84913.57143,84963.42857,84850.71429,85147.14286,85231.42857,85326.0,85084.528571
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7833.142857,7823.571429,7856.714286,7817.142857,7805.0,7785.142857,7924.428571,7820.571429,7772.142857,7766.0,7820.3857143
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7853.714286,7851.857143,7840.0,7871.0,7778.714286,7785.714286,7824.142857,7832.285714,7743.285714,7775.0,7815.5714286
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::complex<float>, c10::complex<float>, c10::complex<float>, at::native::binary_internal::MulFunctor<c10::complex<float>>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",6252.142857,6092.714286,6108.714286,6173.285714,6349.714286,6181.142857,6496.0,6366.857143,6200.428571,6147.0,6236.8
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::complex<float>, c10::complex<float>, c10::complex<float>, at::native::binary_internal::MulFunctor<c10::complex<float>>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",6169.142857,6324.0,6173.428571,6187.285714,6226.428571,6177.428571,6149.714286,6193.428571,6214.714286,6154.0,6196.9571427
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7845.428571,7929.857143,7964.857143,7891.428571,7868.857143,7803.571429,8126.285714,7949.285714,7843.142857,7861.714286,7908.4428571
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7852.714286,7947.142857,7884.857143,7945.285714,7849.714286,7780.428571,7938.0,8065.857143,7794.714286,7814.714286,7887.3428572
void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_128x1_tn_align8>(T1::Params),7294.857143,7288.142857,7380.0,7356.285714,7312.857143,7408.714286,7327.142857,7412.857143,7272.714286,7388.142857,7344.1714286
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BUnaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4378.571429,4424.714286,4434.714286,4411.428571,4434.571429,4417.857143,4483.571429,4414.857143,4510.714286,4435.428571,4434.6428573
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::CUDAFunctor_add<c10::Half>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7218.857143,7166.428571,7176.428571,7200.285714,7232.285714,7378.285714,7161.142857,7158.857143,7172.142857,7215.571429,7208.0285713
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7918.428571,7904.857143,7935.571429,7987.142857,7936.285714,7871.285714,7784.714286,7872.142857,7835.714286,7865.142857,7891.1285714
"void <unnamed>::softmax_warp_forward<float, float, float, (int)5, (bool)0, (bool)0>(T2 *, const T1 *, int, int, int, const bool *, int, bool)",5490.714286,5507.714286,5552.571429,5523.285714,5466.857143,5545.571429,5430.857143,5476.285714,5544.0,5523.285714,5506.1142858
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7755.285714,7909.857143,7833.0,7806.571429,7821.714286,7745.142857,7768.142857,7798.714286,7821.571429,7672.142857,7793.2142858
void cutlass::Kernel<cutlass_80_wmma_tensorop_f16_s161616gemm_f16_32x32_32x1_nn_align8>(T1::Params),6543.571429,6730.857143,6523.428571,6464.571429,6499.428571,6473.857143,6503.571429,6477.142857,6473.571429,6494.857143,6518.4857144
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)]>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7620.285714,7455.714286,7515.571429,7394.714286,7432.285714,7386.428571,7410.571429,7492.285714,7352.428571,7534.857143,7459.5142857
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),86033.71429,85817.0,86139.0,100351.0,86038.71429,86394.0,86146.0,85973.14286,86140.85714,85743.57143,86047.33333444444
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)",5058.857143,5059.571429,5160.285714,5185.428571,5220.571429,5072.142857,5143.142857,5306.142857,5216.0,5186.857143,5160.9
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7844.857143,7814.428571,7909.857143,7842.571429,7817.285714,7817.142857,7853.142857,7889.714286,7766.428571,7851.428571,7840.6857142
"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",5494.142857,5567.285714,5610.285714,5365.142857,5338.714286,5391.571429,5414.0,5369.857143,5386.571429,5492.285714,5442.9857143
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, (int)4>>(T3)",25127.42857,25376.57143,25302.28571,25162.14286,25384.0,25445.85714,25465.71429,25402.14286,25209.71429,25414.42857,25329.028572
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4609.285714,4588.428571,4591.142857,4592.571429,4641.428571,4552.714286,4559.0,4564.142857,4594.857143,4559.857143,4585.3428571
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",4719.285714,4638.714286,4703.0,4666.571429,4711.857143,4636.714286,4560.857143,4668.285714,4616.428571,4578.571429,4650.0285715
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",6920.0,6954.428571,6920.142857,7082.571429,6932.285714,6885.285714,7353.0,6891.0,6938.428571,6906.857143,6978.3999999
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7824.714286,7908.714286,7973.142857,7870.571429,7862.571429,7863.0,7885.0,8058.142857,7819.857143,7822.285714,7888.8000001
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",7998.857143,8206.0,7963.142857,8233.0,8168.714286,8019.714286,8064.571429,8117.571429,8086.571429,8102.571429,8096.0714288
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x3_tn,290308.4286,290269.5714,290681.1429,290558.4286,288902.1429,292314.8571,289993.8571,289297.4286,289897.4286,290467.5714,290269.08572
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::<unnamed>::silu_kernel(at::TensorIteratorBase &)::[lambda() (instance 1)]::operator ()() const::[lambda() (instance 3)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",5975.428571,6097.0,6004.142857,6051.285714,6081.857143,6094.571429,6129.285714,6041.857143,6027.714286,6009.142857,6051.2285714
ampere_fp16_s16816gemm_fp16_128x64_ldg8_f2f_stages_64x3_tn,293014.7143,287359.5714,290626.8571,293592.1429,291731.7143,290212.8571,292053.5714,289254.1429,293930.5714,293548.7143,291532.48571
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>, at::detail::Array<char *, (int)3>>(int, T2, T3)",6812.857143,6634.0,6825.571429,6587.857143,6647.857143,6408.571429,6502.428571,6523.428571,6406.142857,6499.142857,6584.7857143
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_64x6_tn_align8>(T1::Params),191373.8571,191551.2857,190927.8571,192000.0,191101.4286,191257.7143,190951.5714,191144.4286,191685.4286,191638.0,191363.15714
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctor_add<c10::Half>, at::detail::Array<char *, (int)3>>(int, T2, T3)",5005.571429,5194.142857,5224.428571,4955.857143,5163.142857,4981.714286,5136.857143,5070.142857,5064.142857,5175.0,5097.1
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 7)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7892.0,7792.857143,7849.571429,7781.142857,7854.571429,7900.142857,7897.285714,7889.285714,7748.857143,7875.285714,7848.099999999999
"void at::native::vectorized_elementwise_kernel<(int)4, void at::native::<unnamed>::pow_tensor_scalar_kernel_impl<float, float>(at::TensorIteratorBase &, T2)::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",5388.142857,5501.857143,5406.0,5342.428571,5535.714286,5346.285714,5359.428571,5457.571429,5298.428571,5602.142857,5423.7999999
"void at::native::reduce_kernel<(int)512, (int)1, at::native::ReduceOp<float, at::native::MeanOps<float, float>, unsigned int, float, (int)4>>(T3)",25302.57143,25457.57143,25362.57143,25341.42857,25293.28571,25355.57143,25213.28571,25211.42857,25181.14286,25120.28571,25283.914285
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::CUDAFunctorOnSelf_add<float>, at::detail::Array<char *, (int)2>>(int, T2, T3)",4536.857143,4583.571429,4631.285714,4581.0,4743.857143,4585.285714,4505.857143,4571.142857,4665.428571,4532.428571,4593.6714285
"void at::native::vectorized_elementwise_kernel<(int)4, at::native::rsqrt_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 2)]::operator ()() const::[lambda(float) (instance 1)], at::detail::Array<char *, (int)2>>(int, T2, T3)",4695.285714,4664.571429,4699.857143,4620.714286,4661.571429,4571.857143,4582.571429,4719.714286,4607.571429,4592.0,4641.5714288
"void at::native::elementwise_kernel<(int)128, (int)2, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<float, float, float, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",6846.428571,7012.857143,7126.857143,7024.0,7031.857143,6991.571429,6867.571429,6967.0,7100.857143,6895.142857,6986.4142858
"void at::native::unrolled_elementwise_kernel<at::native::direct_copy_kernel_cuda(at::TensorIteratorBase &)::[lambda() (instance 2)]::operator ()() const::[lambda() (instance 10)]::operator ()() const::[lambda(c10::Half) (instance 1)], at::detail::Array<char *, (int)2>, TrivialOffsetCalculator<(int)1, unsigned int>, TrivialOffsetCalculator<(int)1, unsigned int>, at::native::memory::LoadWithCast<(int)1>, at::native::memory::StoreWithCast<(int)1>>(int, T1, T2, T3, T4, T5, T6)",7858.0,7812.142857,7881.142857,7826.857143,7829.142857,7880.285714,7860.428571,7930.571429,7768.428571,7739.428571,7838.642857
"void at::native::elementwise_kernel<(int)128, (int)4, void at::native::gpu_kernel_impl<at::native::BinaryFunctor<c10::Half, c10::Half, c10::Half, at::native::binary_internal::MulFunctor<float>>>(at::TensorIteratorBase &, const T1 &)::[lambda(int) (instance 1)]>(int, T3)",8127.714286,8008.142857,8214.0,8075.714286,8099.571429,8106.714286,7918.428571,8006.285714,8045.0,7968.0,8056.9571429
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),85070.85714,85090.85714,85131.28571,84992.57143,85371.0,84956.28571,85192.28571,85225.14286,85009.14286,85578.42857,85161.785713
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),84940.71429,85004.0,84973.57143,85131.42857,85300.14286,85246.14286,85355.28571,85087.28571,85036.0,85179.0,85125.357143
void cutlass::Kernel<cutlass_80_tensorop_f16_s16816gemm_relu_f16_64x64_32x6_tn_align8>(T1::Params),86026.0,85565.71429,85890.14286,85629.42857,85665.0,85993.28571,85977.85714,85393.57143,85862.28571,85752.0,85775.528571
